anime_id;Name;Score;Genres;English name;Japanese name;sypnopsis;Type;Episodes;Aired;Premiered;Producers;Licensors;Studios;Source;Duration;Rating;Ranked;Popularity;Favorites;Watching;Completed;On-Hold;Dropped;Members
114;Sakigake!! Cromartie Koukou;793;Comedy, School, Shounen;Cromartie High School;魁!! クロマティ高校;"Takashi Kamiyama is your typical mild-mannered high school student—polite, aloof, and pacifistic, with a slightly above-average IQ. But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there? Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned. However, one thing is for sure: the ""hard-boiled rabbit in a den full of hungry lions"" is never going to have another dull day. And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas? And was that Freddie Mercury riding a horse down the corridor? Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc.";TV;26;Oct 3, 2003 to Mar 26, 2004;2003;TV Tokyo Music;ADV Films, Sentai Filmworks, Discotek Media;Production I.G;Manga;12 min. per ep.;PG-13 - Teens 13 or older;6310;1279;1561;8242;49634;7970;5164;112001
116;El Hazard: The Wanderers;697;Adventure, Comedy, Romance, Fantasy;El-Hazard:The Wanderers;神秘の世界エルハザード;High school science-whiz Makoto Mizuhara is working on his newest project in preparation for the school festival, alongside his best friend Nanami Jinnai. Nanami's brother and Makoto's lifelong rival, the unscrupulous student council president Katsuhiko Jinnai, is under scrutiny for mishandling the school festival planning and is convinced that Makoto is plotting to steal his position. One night, as Makoto and Nanami are taking a break with their teacher Masamichi Fujisawa, Jinnai sneaks into the science lab and sabotages Makoto's device, which suddenly opens a portal that flings all four of them into another world! Upon arrival, Makoto is immediately attacked by a horde of giant bug monsters. While running from them, he comes across Fujisawa and a girl named Rune Venus. After Fujisawa fights off the monsters, a group of dignitaries arrives, looking for Rune, their princess. They inform Makoto and Fujisawa that they are in a world called El-Hazard and take them back to the palace of Roshtaria, their kingdom. Though her advisors are suspicious of the newcomers, Rune decrees that they are to be treated as guests and quickly befriends Makoto. Unaware that Nanami and Jinnai are in this world as well, Makoto gets to work trying to figure out a way back to Earth.;TV;26;Oct 6, 1995 to Mar 29, 1996;1995;TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa;Nozomi Entertainment, Geneon Entertainment USA;AIC;Original;23 min. per ep.;PG-13 - Teens 13 or older;37350;4198;35;613;8190;628;667;14603
120;Fruits Basket;769;Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo;Fruits Basket;フルーツバスケット;"fter the accident in which she lost her mother, 16-year-old Tooru moves in with her grandfather, but due to his home being renovated, is unable to continue living with him. Claiming she will find someone to stay with but also fearing the criticism of her family and not wanting to burden any of her friends, Tooru resorts to secretly living on her own in a tent in the woods. One night on her way back from work, she finds her tent buried underneath a landslide. Yuki Souma, the ""prince"" of her school, and his cousin Shigure Souma, a famous author, stumble across Tooru's situation and invite her to stay with them until her grandfather's home renovations are complete. Upon arriving at the Souma house, Tooru discovers their secret: if a Souma is hugged by someone of the opposite gender, they temporarily transform into one of the animals of the zodiac! However, this strange phenomenon is no laughing matter; rather, it is a terrible curse that holds a dark history. As she continues her journey, meeting more members of the zodiac family, will Tooru's kindhearted yet resilient nature be enough to prepare her for what lies behind the Souma household's doors?";TV;26;Jul 5, 2001 to Dec 27, 2001;2001;TV Tokyo, Nihon Ad Systems, King Records;Funimation;Studio Deen;Manga;24 min. per ep.;PG-13 - Teens 13 or older;10580;314;9504;15410;297921;12910;16709;420919
121;Fullmetal Alchemist;817;Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen;Fullmetal Alchemist;鋼の錬金術師;Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his brother as well as two of his limbs. With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor. A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal. However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined.;TV;51;Oct 4, 2003 to Oct 2, 2004;2003;Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System;Funimation, Aniplex of America;Bones;Manga;24 min. per ep.;PG-13 - Teens 13 or older;3370;52;26564;52738;880215;41631;38693;1151621
122;Full Moon wo Sagashite;796;Music, Comedy, Supernatural, Drama, Romance, Shoujo;Searching for the Full Moon;満月をさがして;Two years ago, Mitsuki Kouyama's friend, Eichi Sakurai, moved to America before she could confess her feelings to him. Though she cannot contact him, they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer, and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon. There is just one catch: Mitsuki suffers from throat cancer, which makes her voice quiet and singing strenuous. Her grandmother, who has a hatred of music, insists that Mitsuki undergo surgery to remove the cancer, but she refuses due to the risk of losing her voice. One day, two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action, and she decides that with Meroko and Takuto's help, she will become a professional singer in the time she has left. Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately, what it means to live.;TV;52;Apr 6, 2002 to Mar 29, 2003;2002;Nihon Ad Systems;VIZ Media;Studio Deen;Manga;24 min. per ep.;PG-13 - Teens 13 or older;5850;1519;1823;3807;51760;4784;5484;90884
123;Fushigi Yuugi;764;Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo;Mysterious Play;ふしぎ遊戯;"hile visiting the National Library, junior-high students Miaka Yuuki and Yui Hongo are transported into the world of a mysterious book set in ancient China, ""The Universe of The Four Gods."" Miaka suddenly finds herself with the responsibility of being the priestess of Suzaku, and must find all of her celestial warriors for the purpose of summoning Suzaku for three wishes; however, the enemy nation of the god Seiryuu has manipulated Yui into becoming the priestess of Seiryuu. As enemies, the former best friends begin their long struggle to summon their respective gods and obtain their wishes...";TV;52;Apr 6, 1995 to Mar 28, 1996;1995;TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon;Media Blasters, Geneon Entertainment USA;Studio Pierrot;Manga;23 min. per ep.;PG-13 - Teens 13 or older;11720;1434;2277;5124;53674;5497;5964;96861
129;Gensoumaden Saiyuuki;759;Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural;Saiyuki;幻想魔伝 最遊記;any years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth. (Source: ANN);TV;50;Apr 4, 2000 to Mar 27, 2001;2000;TV Tokyo, Dentsu, Group TAC;ADV Films;Studio Pierrot;Manga;23 min. per ep.;R - 17+ (violence & profanity);13150;2359;833;2628;22100;3188;3069;46228
132;GetBackers;761;Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural;Getbackers;ゲットバッカーズ　奪還屋;do Ban and Amano Ginji are known as the Get Backers, retrievers with a success rate of 100%. Whatever is lost or stolen, they can definitely get it back. Despite their powerful abilities and enthusiastic behavior, Ban and Ginji are terminally broke no matter what they do simply because few people would actually desire to hire them. As a result, the pair of them tend to do dangerous jobs, often leading to unwanted re-encounters with their old (and dangerous) friends.;TV;49;Oct 5, 2002 to Sep 20, 2003;2002;TBS, Kodansha, Rondo Robe, Rakuonsha;ADV Films, Sentai Filmworks;Studio Deen;Manga;24 min. per ep.;PG-13 - Teens 13 or older;12490;1339;911;5642;55921;8039;7436;105139
133;Green Green;621;Comedy, Ecchi, Romance, School, Slice of Life;Green Green;グリーングリーン;Kanenone Gakuen is an all-male boarding school located in the countryside of Japan. Although an all-male school is nothing new, life can become quite difficult when there are no female students for miles around. In order to help the psychological health of everyone involved, the school board has decided to try and merge with the nearest all-girl boarding school in order to become co-ed. The boys of Kanenone are more than thrilled at the prospect, and the girls are curious as to how interesting school life might become if there were more boys around. Before any serious decisions are made, the girls have been invited to stay at Kanenone for one month as a test. Green Green follows Yuusuke Takazaki and his naughty room mates called the Baka (Idiot) Trio, and their ability to talk to the girls without making complete fools of themselves. But as soon as the school bus with the girls arrives, things become weird, hormonal, and hysterical. In particular, a girl named Midori Chitose leaps off the bus and immediately embraces a very confused Yuusuke. Is he a natural ladies' man, or do the two of them have a shared history that he is not aware of?;TV;12;Jul 12, 2003 to Sep 27, 2003;2003;Pony Canyon, Memory-Tech, Studio Jack;Media Blasters;Studio Matrix;Visual novel;24 min. per ep.;R+ - Mild Nudity;73030;1333;263;2671;79017;2144;5446;106208
134;Gunslinger Girl;742;Action, Psychological, Military, Drama, Sci-Fi;Gunslinger Girl;ガンスリンガー・ガール;In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers.;TV;13;Oct 9, 2003 to Feb 19, 2004;2003;Marvelous, Fuji TV;Funimation;Madhouse;Manga;24 min. per ep.;R - 17+ (violence & profanity);18210;920;1140;6742;82948;7728;8160;161010
135;Hikaru no Go;811;Comedy, Game, Shounen, Supernatural;Hikaru no Go;ヒカルの碁;hile searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Sai Fujiwara no, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru. Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning.;TV;75;Oct 10, 2001 to Mar 26, 2003;2001;TV Tokyo, Dentsu, Dream Force;VIZ Media;Studio Pierrot;Manga;23 min. per ep.;PG-13 - Teens 13 or older;4000;1287;2186;5480;62705;6454;6700;111164
136;Hunter x Hunter;842;Action, Adventure, Super Power, Fantasy, Shounen;Hunter x Hunter;HUNTER×HUNTER（ハンター×ハンター）;Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate. Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck. Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure, fighting for their dreams while defying the odds.;TV;62;Oct 16, 1999 to Mar 31, 2001;1999;Fuji TV;VIZ Media;Nippon Animation;Manga;23 min. per ep.;PG-13 - Teens 13 or older;1430;319;9525;28061;260968;15535;15100;416227
141;Jinki:Extend;614;Mecha, Sci-Fi;Jinki:Extend;ジンキ・エクステンド;oba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.;TV;12;Jan 6, 2005 to Mar 24, 2005;2005;TV Asahi, GANSIS;ADV Films, Funimation;feel.;Manga;23 min. per ep.;R - 17+ (violence & profanity);76180;4923;10;420;4784;474;699;9900
143;Kannazuki no Miko;687;Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai;Destiny of the Shrine Maiden;神無月の巫女;Kannazuki no Miko begins in the village of Mahoroba, where time passes slowly for both man and nature. Two students from the village's prestigious Ototachibana Academy might as well be night and day. Himeko is shy and unassertive, while Chikane is bold and elegant. Despite this, they love each other, and nothing can come between them, no matter how hard they try. On the two girls' shared birthday, a sinister voice corrupts one of their friends into attacking them, and just when it seemed grimmest, the lunar and solar priestess powers that lay dormant in the two girls awaken, dispelling the evil. That was only the first hurdle, however. The two must now fend off the countless others who would threaten their well-being—even the people closest to them!;TV;12;Oct 2, 2004 to Dec 18, 2004;2004;Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment;Sentai Filmworks, Geneon Entertainment USA;TNK;Manga;24 min. per ep.;PG-13 - Teens 13 or older;41690;2000;767;2269;33411;2025;2994;60077
145;Kareshi Kanojo no Jijou;761;Comedy, Drama, Romance, School, Shoujo, Slice of Life;His and Her Circumstances;彼氏彼女の事情;"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Soichiro Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail. At last, on the midterm exams, Yukino gets the top score and beats Soichiro. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Soichiro confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Soichiro visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Soichiro, Yukino learns that she is not the only one hiding secrets.";TV;26;Oct 2, 1998 to Mar 26, 1999;1998;TV Tokyo, GANSIS;Nozomi Entertainment;Gainax, J.C.Staff;Manga;24 min. per ep.;PG-13 - Teens 13 or older;12540;875;2188;11136;75368;10132;7994;170539
146;Kono Minikuku mo Utsukushii Sekai;676;Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi;This Ugly Yet Beautiful World;この醜くも美しい世界;"High school student Takeru Takemoto works part time as a (motor)bike courier. During one of his deliveries, he saw a mysterious light passing him and fell into a forest. What he had found was a beautiful girl coming out from a glowing cocoon, calling herself ""Hikari."" While Takeru was quite embarrassed because of Hikari's nudity, a strange monster suddenly showed up and immediately attacked the two. Both Takeru and Hikari demonstrated the power of their other selves before Takeru had a clue of what's going on. (Source: ANN)";TV;12;Apr 2, 2004 to Jun 18, 2004;2004;Geneon Universal Entertainment, TBS, Rondo Robe, Movic;ADV Films;Gainax, Shaft;Original;24 min. per ep.;R+ - Mild Nudity;46250;2145;178;1995;33816;1909;2381;54222
147;Kimi ga Nozomu Eien;724;Drama, Romance, Slice of Life;Rumbling Hearts;君が望む永遠;In the warmth of a golden sun, timid high school student Haruka Suzumiya confesses to Takayuki Narumi, the boy she admires. Takayuki accepts Haruka's confession and the two become a couple, supported by their mutual friends Mitsuki Hayase and Shinji Taira. All is well for these friends—until tragedy strikes. One of them is sent to an unenviable fate, lying dormant in a coma. Three years later, they awaken, but their sudden reappearance in everyone's lives threatens to test the limits of these friends' bonds.;TV;14;Oct 5, 2003 to Jan 4, 2004;2003;Lantis, Media Factory, Age;Funimation;Studio Fantasia;Visual novel;23 min. per ep.;R+ - Mild Nudity;26040;1187;1072;3792;75846;3242;4458;123752
149;Loveless;686;Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai;Loveless;LOVELESS;"In the world of Loveless , each person is born with cat ears and a tail, which disappear only if that person engages in a sexual intercourse. Because of this, they have come to symbolize virginity and innocence. Additionally, fighting is only done by ""fighting pairs"" or couples, where one is known as the Sacrifice and the other as the Fighter. The first receives the damage while the latter attacks. Ritsuka Aoyagi is a 12-year-old boy, who for some unknown reason suffers from amnesia. His brother got killed recently, and as if his life has not been hard enough lately, on his first day at the new school he gets approached by a stranger called Agatsuma Soubi, who claims to have known his late brother. Ritsuka finds out that Agatsuma and his brother used to be a fighting pair, and that Agatsuma has inherited Ritsuga now that his brother is gone. Together, they try to find the truth behind his brother's death and the organization known as the ""Seven Moons,"" which may have been responsible for it. All the while, it seems that Ritsuka and Agatsuma are becoming closer than they intended to be…";TV;12;Apr 7, 2005 to Jun 30, 2005;2005;Bandai Visual, TV Asahi, Movic;Media Blasters;J.C.Staff;Manga;24 min. per ep.;PG-13 - Teens 13 or older;42030;1215;1632;4134;81173;4010;8783;121063
150;Blood+;766;Action, Military, Mystery, Horror, Supernatural, Drama, Vampire;Blood+;ブラッドプラス;Saya Otonashi is a seemingly ordinary girl living a mundane life with her adoptive family in Okinawa City. In fact, her only peculiarities are suffering from anemia and being unable to remember any of her life beyond the previous year. However, Saya's forgotten past quickly comes back to haunt her—one night, she is attacked at school by a creature that feeds on human blood. Just when all hope seems lost, a mysterious man named Haji appears and fends off the creature temporarily. But when her rescuer forces her to drink his blood, Saya suddenly enters a trance and slays the monster with ease, using her own blood as a catalyst. Saya then learns of an organization named Red Shield, founded for the sole purpose of defeating the hellish beasts. Now Saya and Haji must work together with Red Shield to fight these fearsome monsters and unlock the secrets to the girl's past.;TV;50;Oct 8, 2005 to Sep 23, 2006;2005;Aniplex, Mainichi Broadcasting System;Sony Pictures Entertainment;Production I.G;Original;24 min. per ep.;R - 17+ (violence & profanity);11160;431;4623;17892;163002;20855;20329;317767
153;Juuni Kokuki;806;Action, Adventure, Fantasy, Magic, Supernatural;The Twelve Kingdoms;十二国記;Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend. But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die.;TV;45;Apr 9, 2002 to Aug 30, 2003;2002;Sogo Vision;Media Blasters, Discotek Media, Tokyopop;Studio Pierrot;Novel;25 min. per ep.;PG-13 - Teens 13 or older;4640;1266;2261;6948;41705;5871;4897;113627
154;Shaman King;778;Action, Adventure, Comedy, Super Power, Supernatural, Shounen;Shaman King;シャーマンキング;attle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power. During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader. Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.;TV;64;Jul 4, 2001 to Sep 25, 2002;2001;TV Tokyo, Nihon Ad Systems, TV Tokyo Music;4Kids Entertainment;Xebec;Manga;23 min. per ep.;PG-13 - Teens 13 or older;8530;477;3672;11999;208822;11722;13069;294021
156;X;743;Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo;X;X−エックス−;"His destiny has finally arrived as the young Shirou Kamui returns to Tokyo after 6 years. A powerful psychic, Kamui vows to protect the happiness of his childhood friends Fuuma and Kotori, even if it means avoiding them. But fate is cruel, whether or not Kamui wants to be involved; he holds the future of the world in his hands, given the choice of becoming a Dragon of Heaven or a Dragon of Earth. The Seven Seals gather, and so do the Seven Angels; all individuals who have their destiny carved out as one who would battle for the fate of the world. What future will Kamui choose to become reality?";TV;24;Oct 3, 2001 to Mar 27, 2002;2001;Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com;Funimation, Geneon Entertainment USA;Madhouse;Manga;24 min. per ep.;R+ - Mild Nudity;18040;1818;796;2710;39454;3274;3006;69684
157;Mahou Sensei Negima!;698;Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural;Negima!;魔法先生 ネギま！;10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in. (Source: ANN, edited);TV;26;Jan 6, 2005 to Jun 30, 2005;2005;Starchild Records;Funimation, Sentai Filmworks;Xebec;Manga;23 min. per ep.;PG-13 - Teens 13 or older;37080;1208;601;5607;74264;5159;7468;121120
158;Maria-sama ga Miteru;734;Slice of Life, Drama, Romance, Shoujo, Shoujo Ai;Maria Watches Over Us;マリア様がみてる;"hen Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other! The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention! (Source: RightStuf)";TV;13;Jan 8, 2004 to Apr 1, 2004;2004;Rondo Robe, TV Tokyo Music;Nozomi Entertainment, Maiden Japan;Studio Deen;Light novel;24 min. per ep.;PG-13 - Teens 13 or older;21780;2170;663;2234;22274;1941;2716;53511
159;Boukyaku no Senritsu;634;Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural;The Melody of Oblivion;忘却の旋律;great war occurred in the 20th century between humans and monsters. Since that time, the monsters rule the world in fear but keep relatively hidden from public view. A boy named Bokka ponders the past and wonders what became of the Meros Warriors who defended the world so bravely against the demons. He soon meets Kurofune and learns of the power of the Meros and the I-bar machines they ride in battle. Warriors are the only ones who can see and hear the Melody of Oblivion, a phantom girl hidden away waiting to be rescued and be the savior of mankind. During a battle between Kurofune and a demon, Bokka discovers something only his wildest dreams could possibly imagine...he too can hear that melody. Throughout his journeys, Bokka meets many monsters and their agents, friends, and companions as he discovers the true extent of his new powers. He must continue to battle evil in the hope of releasing Boukyaku no Senritsu and free a world that has forgotten its once beautiful melody. (Source: ANN);TV;24;Apr 7, 2004 to Sep 22, 2004;2004;Kadokawa Shoten, TBS, KENMedia;Geneon Entertainment USA;Gainax, J.C.Staff;Manga;23 min. per ep.;PG-13 - Teens 13 or older;66570;3975;43;785;6788;751;1212;16632
160;Ima, Soko ni Iru Boku;766;Adventure, Drama, Fantasy, Military, Sci-Fi;Now and Then, Here and There;今、そこにいる僕;Shuuzou ''Shuu'' Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses. However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect. Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.;TV;13;Oct 14, 1999 to Jan 20, 2000;1999;Victor Entertainment, Pioneer LDC, Rakuonsha;Central Park Media;AIC;Original;25 min. per ep.;R - 17+ (violence & profanity);11400;1309;1018;4451;39741;3252;2434;108100
161;Peace Maker Kurogane;733;Action, Comedy, Historical, Samurai, Shounen;Peace Maker Kurogane;PEACE MAKER 鐵;lthough traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.;TV;24;Oct 8, 2003 to Mar 24, 2004;2003;GDH, TV Asahi, Imagica;ADV Films, Funimation;Gonzo;Manga;24 min. per ep.;R - 17+ (violence & profanity);21860;2251;307;2172;26653;2370;2148;50151
162;Pita Ten;694;Comedy, Fantasy, Kids, Romance, School, Shounen;Pita-Ten;ぴたテン;Kotaro was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotaro's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles. Based on the manga by Koge-Donbo.;TV;26;Apr 7, 2002 to Sep 29, 2002;2002;Broccoli;Nozomi Entertainment;Madhouse;Manga;24 min. per ep.;G - All Ages;38630;3626;104;743;11980;1103;1557;20422
165;RahXephon;742;Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi;RahXephon;ラーゼフォン;"The ordinary life of high school student Ayato Kamina is turned upside down when Tokyo is suddenly invaded by futuristic fighter jets. Amidst the chaos, he encounters a woman called Haruka Shitow who claims to be from a government organization called TERRA. She reveals that he has been living in a time bubble named ""Tokyo Jupiter"" that was put in place by the Mulians—humanoids from another dimension—in an attempt to isolate and take over Tokyo. TERRA has been trying to break through the barrier surrounding the city ever since. Unable to process the revelation, Ayato panics and flees. He runs into his classmate Reika Mishima who leads him to a place called ""The Shrine of Xephon"" where a large egg slumbers. She starts to sing and an unknown power awakens within Ayato, connecting him to a being called RahXephon that breaks out of the egg. Shortly after, Haruka finds him again and tries to make him join her cause of fighting against the Mulians. Caught between the crosshairs of the Mulians and TERRA, Ayato begins to question his purpose, navigating altered memories and ultimately his very identity in this chaotic new world.";TV;26;Jan 21, 2002 to Sep 11, 2002;2002;Asatsu DK, Fuji TV;ADV Films;Bones;Original;23 min. per ep.;PG-13 - Teens 13 or older;18200;1395;949;4101;46207;4534;4203;100343
